category,samples,accuracy,f1,precision,recall,inference_seconds,reviews_per_second
Electronics,719,0.7774687065368567,0.7039178215403239,0.7275032963609149,0.6901488655725944,3.3960940837860107,211.7138048185194
Beauty_and_Personal_Care,859,0.7753201396973225,0.6876542631055266,0.7206865349997922,0.6697753174861609,3.310295820236206,259.4934249527905
Video_Games,676,0.7736686390532544,0.6836225707925215,0.7109965690677739,0.6755829805553563,2.636500120162964,256.4005193211279
Amazon_Fashion,682,0.8328445747800587,0.7583705362251593,0.7647506796272213,0.7531612146789434,2.623645782470703,259.9436267489419
Books,789,0.6717363751584284,0.6032072377148733,0.6240580481959793,0.5916687152289247,3.0432491302490234,259.2623759118392
